Order Date,Order Month,Region,Category,Sales
2018-12-28,2018-12,East,Technology,14.85
2017-11-03,2017-11,West,Office Supplies,8.82
2016-09-18,2016-09,West,Office Supplies,160.72
2016-09-18,2016-09,West,Office Supplies,19.92
2016-09-18,2016-09,West,Office Supplies,7.3
2018-07-20,2018-07,Central,Office Supplies,69.712
2018-07-20,2018-07,Central,Furniture,8.792
2016-09-10,2016-09,West,Office Supplies,51.52
2018-12-01,2018-12,West,Technology,470.376
2018-12-01,2018-12,West,Technology,105.584
2018-12-01,2018-12,West,Office Supplies,31.152
2018-12-01,2018-12,West,Office Supplies,6.783
2018-12-01,2018-12,West,Technology,406.368
2016-07-03,2016-07,South,Furniture,70.98
2016-07-03,2016-07,South,Office Supplies,294.93
2017-03-20,2017-03,West,Technology,84.784
2017-03-20,2017-03,West,Office Supplies,20.736
2017-03-20,2017-03,West,Office Supplies,16.821
2017-03-20,2017-03,West,Office Supplies,10.368
2015-01-09,2015-01,Central,Office Supplies,9.344
2015-01-09,2015-01,Central,Technology,31.2
2015-08-08,2015-08,West,Office Supplies,76.12
2015-08-08,2015-08,West,Technology,1199.976
2015-08-08,2015-08,West,Technology,445.96
2015-08-08,2015-08,West,Furniture,327.76
2017-07-14,2017-07,East,Office Supplies,11.632
2017-07-16,2017-07,East,Technology,143.982
2017-07-16,2017-07,East,Technology,494.376
2017-07-16,2017-07,East,Office Supplies,5.84
2015-03-15,2015-03,South,Office Supplies,142.776
2015-03-15,2015-03,South,Furniture,45.696
2015-03-15,2015-03,South,Office Supplies,7.218
2015-03-15,2015-03,South,Office Supplies,43.188
2015-03-15,2015-03,South,Office Supplies,131.904
2015-05-23,2015-05,East,Office Supplies,3.282
2015-05-23,2015-05,East,Office Supplies,21.168
2015-05-23,2015-05,East,Technology,55.188
2017-04-28,2017-04,Central,Technology,369.576
2017-04-28,2017-04,Central,Office Supplies,15.712
2017-09-11,2017-09,East,Office Supplies,8.448
2017-09-11,2017-09,East,Technology,728.946
2018-11-14,2018-11,East,Technology,119.94
2018-11-14,2018-11,East,Office Supplies,3.648
2018-08-18,2018-08,East,Furniture,40.48
2018-08-18,2018-08,East,Furniture,9.94
2018-08-18,2018-08,East,Office Supplies,107.424
2018-08-18,2018-08,East,Technology,37.91
2018-08-18,2018-08,East,Furniture,88.02
2015-12-26,2015-12,Central,Office Supplies,8.69
2016-11-29,2016-11,Central,Furniture,301.96
2016-11-29,2016-11,Central,Office Supplies,555.21
2016-11-29,2016-11,Central,Office Supplies,523.48
2016-11-29,2016-11,Central,Office Supplies,161.82
2018-09-15,2018-09,East,Furniture,35.56
2018-05-19,2018-05,West,Office Supplies,97.16
2018-12-17,2018-12,West,Office Supplies,15.24
2018-12-17,2018-12,West,Office Supplies,13.23
2017-12-11,2017-12,West,Office Supplies,243.384
2017-12-11,2017-12,West,Technology,119.8
2017-12-11,2017-12,West,Technology,300.768
2018-09-24,2018-09,South,Technology,17.88
2018-09-24,2018-09,South,Office Supplies,235.944
2016-10-04,2016-10,South,Furniture,392.94
2017-08-15,2017-08,West,Office Supplies,18.882
2017-08-15,2017-08,West,Office Supplies,122.328
2017-05-20,2017-05,West,Furniture,1049.2
2017-05-20,2017-05,West,Office Supplies,15.424
2017-12-18,2017-12,Central,Furniture,18.84
2018-07-30,2018-07,West,Office Supplies,330.4
2018-07-30,2018-07,West,Office Supplies,26.25
2018-06-10,2018-06,Central,Technology,132.52
2018-07-21,2018-07,East,Office Supplies,6.48
2018-12-30,2018-12,Central,Office Supplies,209.3
2017-04-01,2017-04,West,Office Supplies,31.56
2017-04-01,2017-04,West,Office Supplies,30.144
2017-12-11,2017-12,West,Furniture,14.8
2017-12-11,2017-12,West,Technology,302.376
2017-12-11,2017-12,West,Technology,316.0
2017-10-23,2017-10,East,Office Supplies,379.4
2018-06-19,2018-06,East,Office Supplies,97.82
2018-06-19,2018-06,East,Technology,103.12
2017-08-22,2017-08,East,Office Supplies,113.552
2017-08-22,2017-08,East,Office Supplies,3.318
2017-08-22,2017-08,East,Office Supplies,134.288
2017-09-19,2017-09,Central,Furniture,701.372
2017-09-19,2017-09,Central,Office Supplies,2.308
2016-08-24,2016-08,Central,Office Supplies,999.432
2016-08-24,2016-08,Central,Office Supplies,724.08
2016-08-24,2016-08,Central,Furniture,918.785
2016-08-24,2016-08,Central,Office Supplies,2.724
2017-03-26,2017-03,East,Office Supplies,459.95
2017-11-04,2017-11,South,Office Supplies,10.74
2018-06-08,2018-06,Central,Office Supplies,23.76
2018-06-08,2018-06,Central,Office Supplies,85.056
2018-06-08,2018-06,Central,Technology,381.576
2015-12-24,2015-12,East,Furniture,30.36
2018-06-09,2018-06,Central,Furniture,23.976
2018-06-09,2018-06,Central,Furniture,108.925
2018-06-09,2018-06,Central,Office Supplies,36.352
2018-06-15,2018-06,Central,Office Supplies,19.56
2018-12-05,2018-12,Central,Office Supplies,61.44
2018-12-05,2018-12,Central,Office Supplies,38.9
2018-12-05,2018-12,Central,Technology,99.39
2018-03-18,2018-03,Central,Office Supplies,2.688
2018-03-18,2018-03,Central,Technology,27.816
2018-03-18,2018-03,Central,Furniture,82.524
2018-03-18,2018-03,Central,Office Supplies,182.994
2017-11-19,2017-11,East,Office Supplies,14.352
2017-11-19,2017-11,East,Office Supplies,64.96
2017-11-19,2017-11,East,Office Supplies,68.6
2018-11-04,2018-11,South,Technology,7999.98
2018-11-04,2018-11,South,Office Supplies,167.44
2015-07-05,2015-07,South,Technology,479.97
2015-07-05,2015-07,South,Office Supplies,14.62
2015-07-05,2015-07,South,Office Supplies,19.44
2018-12-25,2018-12,East,Furniture,191.984
2015-06-21,2015-06,South,Furniture,104.01
2015-06-21,2015-06,South,Technology,284.82
2015-06-21,2015-06,South,Office Supplies,36.84
2016-03-28,2016-03,West,Technology,166.24
2016-03-28,2016-03,West,Office Supplies,33.4
2016-05-14,2016-05,East,Office Supplies,198.272
2016-05-14,2016-05,East,Office Supplies,47.36
2016-05-14,2016-05,East,Office Supplies,200.984
2016-05-14,2016-05,East,Office Supplies,97.696
2016-05-14,2016-05,East,Office Supplies,2.696
2016-05-14,2016-05,East,Office Supplies,18.588
2016-05-14,2016-05,East,Office Supplies,4.896
2018-09-02,2018-09,East,Furniture,15.072
2017-11-04,2017-11,West,Furniture,209.88
2016-04-09,2016-04,West,Furniture,369.912
2015-09-12,2015-09,South,Office Supplies,10.368
2015-09-12,2015-09,South,Office Supplies,166.84
2015-09-12,2015-09,South,Technology,15.216
2015-12-02,2015-12,East,Technology,119.96
2015-12-02,2015-12,East,Furniture,883.92
2015-12-02,2015-12,East,Office Supplies,46.72
2015-04-05,2015-04,East,Office Supplies,55.48
2018-09-03,2018-09,South,Office Supplies,24.448
2018-05-19,2018-05,East,Office Supplies,281.34
2018-05-19,2018-05,East,Technology,307.98
2018-05-19,2018-05,East,Technology,299.97
2015-07-01,2015-07,West,Office Supplies,19.92
2015-01-11,2015-01,East,Furniture,9.94
2018-09-24,2018-09,East,Furniture,103.056
2015-06-02,2015-06,West,Office Supplies,59.808
2015-06-02,2015-06,West,Furniture,73.32
2017-02-13,2017-02,West,Office Supplies,146.82
2017-12-15,2017-12,Central,Furniture,1652.94
2017-12-15,2017-12,Central,Office Supplies,296.37
2015-10-07,2015-10,East,Furniture,129.92
2017-07-07,2017-07,South,Office Supplies,45.584
2018-09-16,2018-09,Central,Office Supplies,17.568
2018-09-16,2018-09,Central,Technology,55.992
2017-12-03,2017-12,East,Office Supplies,182.72
2017-12-03,2017-12,East,Furniture,400.032
2017-12-03,2017-12,East,Office Supplies,33.63
2017-12-03,2017-12,East,Furniture,542.646
2017-12-03,2017-12,East,Office Supplies,6.3
2018-01-21,2018-01,West,Office Supplies,242.94
2018-01-21,2018-01,West,Technology,179.97
2018-01-21,2018-01,West,Office Supplies,99.696
2018-01-21,2018-01,West,Office Supplies,27.936
2018-01-21,2018-01,West,Furniture,84.98
2018-01-21,2018-01,West,Office Supplies,18.72
2015-09-08,2015-09,West,Technology,49.98
2015-01-04,2015-01,Central,Office Supplies,11.784
2015-01-04,2015-01,Central,Office Supplies,272.736
2015-01-04,2015-01,Central,Office Supplies,3.54
2017-08-27,2017-08,Central,Office Supplies,51.52
2017-08-27,2017-08,Central,Office Supplies,3.528
2017-08-27,2017-08,Central,Office Supplies,4.624
2017-08-27,2017-08,Central,Office Supplies,55.168
2015-05-27,2015-05,West,Furniture,567.12
2015-05-27,2015-05,West,Office Supplies,359.32
2017-03-20,2017-03,Central,Technology,11.992
2018-10-02,2018-10,Central,Office Supplies,58.05
2018-10-02,2018-10,Central,Furniture,157.74
2018-10-02,2018-10,Central,Office Supplies,56.98
2018-10-02,2018-10,Central,Office Supplies,2.88
2017-04-07,2017-04,West,Technology,1199.976
2016-12-07,2016-12,West,Furniture,79.92
2017-09-18,2017-09,South,Furniture,383.438
2015-12-29,2015-12,Central,Office Supplies,24.56
2015-12-29,2015-12,Central,Technology,119.8
2018-07-23,2018-07,East,Office Supplies,13.128
2018-09-18,2018-09,Central,Office Supplies,22.72
2016-08-31,2016-08,West,Office Supplies,58.32
2018-11-03,2018-11,South,Office Supplies,12.39
2016-02-08,2016-02,East,Technology,107.982
2015-01-13,2015-01,South,Office Supplies,11.36
2015-01-13,2015-01,South,Office Supplies,50.94
2015-01-13,2015-01,South,Technology,646.74
2015-01-13,2015-01,South,Office Supplies,5.64
2015-01-13,2015-01,South,Office Supplies,572.58
2015-05-14,2015-05,South,Furniture,310.88
2017-05-19,2017-05,South,Furniture,641.96
2018-01-30,2018-01,Central,Office Supplies,18.28
2018-01-30,2018-01,Central,Technology,207.0
2018-01-30,2018-01,Central,Office Supplies,32.35
2018-01-30,2018-01,Central,Office Supplies,7.71
2018-01-30,2018-01,Central,Office Supplies,40.3
2018-01-30,2018-01,Central,Furniture,34.58
2015-06-29,2015-06,East,Office Supplies,32.76
2016-08-21,2016-08,West,Furniture,544.008
2016-08-21,2016-08,West,Office Supplies,59.94
2016-08-21,2016-08,West,Office Supplies,23.92
2016-08-21,2016-08,West,Office Supplies,4.28
2016-10-03,2016-10,East,Office Supplies,32.07
2016-10-03,2016-10,East,Technology,24.0
2016-10-03,2016-10,East,Furniture,35.49
2016-10-03,2016-10,East,Technology,47.984
2016-05-23,2016-05,South,Office Supplies,186.69
2018-03-17,2018-03,West,Office Supplies,17.456
2016-12-12,2016-12,West,Furniture,348.928
2016-06-26,2016-06,South,Office Supplies,143.96
2016-06-26,2016-06,South,Office Supplies,15.42
2016-06-26,2016-06,South,Office Supplies,43.04
2016-06-26,2016-06,South,Furniture,332.94
2017-05-20,2017-05,South,Technology,1363.96
2015-09-20,2015-09,West,Office Supplies,9.96
2015-09-20,2015-09,West,Office Supplies,21.72
2018-09-21,2018-09,Central,Office Supplies,20.16
2016-12-24,2016-12,East,Office Supplies,132.79
2016-12-24,2016-12,East,Office Supplies,12.96
2016-12-24,2016-12,East,Office Supplies,21.56
2016-11-27,2016-11,West,Furniture,283.92
2018-02-20,2018-02,West,Furniture,22.23
2018-02-20,2018-02,West,Technology,215.968
2017-08-18,2017-08,East,Office Supplies,355.32
2017-03-12,2017-03,South,Office Supplies,12.96
2018-04-22,2018-04,West,Furniture,18.28
2015-11-01,2015-11,West,Office Supplies,43.176
2015-11-01,2015-11,West,Technology,1983.968
2016-02-03,2016-02,Central,Furniture,28.4
2016-02-03,2016-02,Central,Technology,149.97
2015-10-13,2015-10,West,Office Supplies,11.52
2015-10-13,2015-10,West,Furniture,1298.55
2015-10-13,2015-10,West,Office Supplies,213.92
2015-10-13,2015-10,West,Technology,25.78
2018-05-14,2018-05,West,Furniture,18.28
2018-05-14,2018-05,West,Technology,1399.93
2016-03-20,2016-03,Central,Office Supplies,51.84
2017-09-15,2017-09,East,Office Supplies,5.344
2015-06-28,2015-06,East,Office Supplies,41.472
2015-06-28,2015-06,East,Office Supplies,3.168
2015-06-28,2015-06,East,Furniture,1228.465
2015-06-28,2015-06,East,Office Supplies,31.086
2015-06-28,2015-06,East,Office Supplies,335.52
2018-06-20,2018-06,East,Technology,239.97
2018-06-20,2018-06,East,Office Supplies,9.82
2015-05-09,2015-05,West,Technology,67.8
2015-05-09,2015-05,West,Technology,167.97
2018-08-21,2018-08,Central,Office Supplies,35.0
2018-08-21,2018-08,Central,Office Supplies,37.24
2018-08-21,2018-08,Central,Office Supplies,15.28
2018-06-16,2018-06,South,Furniture,301.96
2018-06-16,2018-06,South,Office Supplies,180.66
2018-06-16,2018-06,South,Technology,191.98
2018-06-16,2018-06,South,Technology,65.99
2017-07-23,2017-07,South,Office Supplies,35.216
2017-07-23,2017-07,South,Office Supplies,23.696
2017-07-23,2017-07,South,Technology,265.475
2015-09-08,2015-09,Central,Office Supplies,51.184
2018-11-04,2018-11,South,Office Supplies,9.664
2017-03-07,2017-03,Central,Technology,21.072
2016-11-20,2016-11,East,Office Supplies,60.45
2016-11-20,2016-11,East,Office Supplies,11.52
2016-11-20,2016-11,East,Furniture,186.048
2017-11-07,2017-11,West,Office Supplies,37.44
2017-11-07,2017-11,West,Office Supplies,26.976
2017-11-07,2017-11,West,Office Supplies,11.36
2017-11-07,2017-11,West,Office Supplies,14.62
2016-10-13,2016-10,South,Technology,83.72
2016-10-13,2016-10,South,Furniture,287.94
2018-01-01,2018-01,East,Furniture,48.896
2015-02-07,2015-02,East,Technology,115.36
2017-06-20,2017-06,West,Office Supplies,5.16
2017-06-20,2017-06,West,Office Supplies,38.88
2017-05-28,2017-05,South,Office Supplies,185.88
2017-02-19,2017-02,East,Furniture,44.46
2017-02-19,2017-02,East,Office Supplies,242.94
2015-08-03,2015-08,East,Office Supplies,39.96
2015-08-03,2015-08,East,Office Supplies,102.3
2015-08-03,2015-08,East,Office Supplies,21.36
2018-04-10,2018-04,East,Office Supplies,7.61
2018-04-10,2018-04,East,Office Supplies,7.16
2015-06-09,2015-06,West,Office Supplies,7.36
2015-06-09,2015-06,West,Office Supplies,23.1
2017-01-05,2017-01,South,Technology,191.472
2017-01-05,2017-01,South,Office Supplies,5.248
2017-01-05,2017-01,South,Technology,59.184
2015-01-10,2015-01,South,Office Supplies,2.89
2015-01-10,2015-01,South,Furniture,51.94
2017-09-29,2017-09,East,Office Supplies,15.936
2015-04-06,2015-04,East,Office Supplies,44.91
2017-09-03,2017-09,East,Office Supplies,1141.47
2017-09-03,2017-09,East,Technology,280.782
2016-10-19,2016-10,East,Office Supplies,34.44
2015-12-10,2015-12,East,Office Supplies,11.36
2015-12-10,2015-12,East,Office Supplies,106.344
2018-08-25,2018-08,South,Office Supplies,192.16
2017-01-17,2017-01,East,Furniture,322.59
2017-01-17,2017-01,East,Technology,29.99
2017-01-17,2017-01,East,Technology,371.97
2015-09-17,2015-09,East,Office Supplies,5.892
2018-11-30,2018-11,East,Office Supplies,68.472
2018-11-30,2018-11,East,Furniture,1242.9
2016-10-09,2016-10,South,Office Supplies,30.84
2018-12-23,2018-12,West,Office Supplies,13.48
2017-10-22,2017-10,Central,Furniture,31.4
2015-04-29,2015-04,East,Furniture,17.46
2016-04-25,2016-04,West,Office Supplies,13.944
2018-06-26,2018-06,West,Office Supplies,83.76
2018-10-14,2018-10,East,Office Supplies,37.66
2015-12-09,2015-12,West,Office Supplies,34.68
2018-06-20,2018-06,East,Technology,149.95
2018-06-20,2018-06,East,Office Supplies,51.312
2018-06-26,2018-06,Central,Office Supplies,4.54
2018-06-26,2018-06,Central,Office Supplies,15.92
2018-06-26,2018-06,Central,Technology,543.92
2017-11-10,2017-11,West,Office Supplies,155.82
2017-11-10,2017-11,West,Office Supplies,70.008
2017-10-03,2017-10,Central,Office Supplies,15.648
2015-09-09,2015-09,Central,Office Supplies,103.6
2018-10-29,2018-10,East,Office Supplies,46.96
2017-04-10,2017-04,East,Office Supplies,8.904
2018-11-11,2018-11,Central,Office Supplies,10.44
2018-11-11,2018-11,Central,Office Supplies,18.336
2018-09-15,2018-09,Central,Technology,323.976
2017-04-08,2017-04,West,Office Supplies,20.04
2017-04-08,2017-04,West,Office Supplies,64.96
2017-04-08,2017-04,West,Office Supplies,12.96
2018-12-30,2018-12,East,Furniture,323.136
2018-12-30,2018-12,East,Technology,90.93
2018-12-30,2018-12,East,Office Supplies,52.776
2018-09-02,2018-09,Central,Technology,1199.8
2018-09-02,2018-09,Central,Technology,1928.78
2018-09-02,2018-09,Central,Office Supplies,352.38
2016-05-31,2016-05,East,Furniture,22.2
2018-11-27,2018-11,Central,Furniture,46.94
2018-11-27,2018-11,Central,Technology,143.73
2015-06-15,2015-06,Central,Furniture,99.918
2015-06-15,2015-06,Central,Furniture,797.944
2015-06-15,2015-06,Central,Office Supplies,8.568
2017-03-05,2017-03,Central,Office Supplies,149.352
2017-03-05,2017-03,Central,Office Supplies,12.992
2015-12-05,2015-12,South,Office Supplies,24.56
2016-04-11,2016-04,East,Technology,85.14
2016-04-11,2016-04,East,Technology,21.99
2016-04-11,2016-04,East,Office Supplies,406.6
2017-09-15,2017-09,East,Office Supplies,841.568
2015-09-13,2015-09,East,Office Supplies,15.552
2015-09-13,2015-09,East,Technology,252.0
2016-10-05,2016-10,South,Office Supplies,46.2
2016-10-05,2016-10,South,Office Supplies,28.84
2018-04-14,2018-04,East,Office Supplies,14.592
2018-04-14,2018-04,East,Office Supplies,89.856
2018-04-14,2018-04,East,Office Supplies,13.872
2018-09-02,2018-09,East,Office Supplies,12.192
2017-06-20,2017-06,East,Office Supplies,45.056
2017-06-20,2017-06,East,Office Supplies,29.718
2017-06-20,2017-06,East,Office Supplies,15.552
2017-06-20,2017-06,East,Office Supplies,447.696
2018-11-05,2018-11,West,Technology,159.99
2016-12-13,2016-12,West,Office Supplies,12.96
2016-12-13,2016-12,West,Office Supplies,134.48
2017-06-19,2017-06,West,Office Supplies,17.12
2017-12-13,2017-12,West,Office Supplies,6.096
2017-12-13,2017-12,West,Furniture,1114.272
2016-05-29,2016-05,West,Office Supplies,32.4
2016-05-29,2016-05,West,Office Supplies,540.57
2016-05-29,2016-05,West,Office Supplies,167.76
2016-07-26,2016-07,West,Furniture,393.165
2018-11-28,2018-11,East,Furniture,516.488
2018-11-28,2018-11,East,Furniture,1007.232
2018-11-28,2018-11,East,Furniture,2065.32
2018-11-28,2018-11,East,Office Supplies,15.552
2018-11-28,2018-11,East,Office Supplies,25.344
2018-04-03,2018-04,East,Furniture,25.472
2018-12-28,2018-12,Central,Office Supplies,27.168
2018-12-28,2018-12,Central,Furniture,78.8528
2018-11-30,2018-11,South,Office Supplies,173.8
2018-05-15,2018-05,West,Technology,29.592
2018-05-15,2018-05,West,Office Supplies,4.752
2018-05-15,2018-05,West,Office Supplies,15.552
2016-09-22,2016-09,West,Furniture,204.6
2018-11-14,2018-11,West,Furniture,321.568
2016-11-27,2016-11,South,Office Supplies,6.24
2017-09-01,2017-09,West,Office Supplies,21.88
2015-09-22,2015-09,South,Office Supplies,4.608
2018-04-09,2018-04,East,Office Supplies,9.82
2018-04-09,2018-04,East,Office Supplies,35.97
2018-04-09,2018-04,East,Office Supplies,12.96
2018-04-09,2018-04,East,Office Supplies,191.6
2018-04-09,2018-04,East,Office Supplies,8.64
2018-04-09,2018-04,East,Office Supplies,501.81
2015-01-16,2015-01,East,Furniture,127.104
2015-01-16,2015-01,East,Technology,124.2
2015-01-16,2015-01,East,Office Supplies,18.588
2015-01-16,2015-01,East,Office Supplies,30.072
2018-10-05,2018-10,East,Technology,160.93
2018-10-05,2018-10,East,Office Supplies,75.792
2018-07-09,2018-07,West,Office Supplies,1.08
2018-01-07,2018-01,Central,Technology,3059.982
2017-05-30,2017-05,South,Office Supplies,3.282
2016-12-09,2016-12,Central,Office Supplies,34.02
2017-10-03,2017-10,East,Furniture,599.292
2015-11-11,2015-11,West,Office Supplies,3.392
2015-11-11,2015-11,West,Technology,559.984
2015-11-11,2015-11,West,Furniture,603.92
2018-09-29,2018-09,Central,Office Supplies,7.968
2018-09-29,2018-09,Central,Office Supplies,27.968
2018-09-29,2018-09,Central,Technology,336.51
2016-03-10,2016-03,Central,Office Supplies,1.112
2018-05-21,2018-05,East,Furniture,520.05
2018-05-21,2018-05,East,Office Supplies,17.97
2016-03-29,2016-03,South,Furniture,1166.92
2017-09-09,2017-09,East,Office Supplies,14.624
